scientific.name,common.name,iconic.taxon.name,observed.on,place.guess,latitude,longitude,positional.accuracy,user.login,user.id,captive.cultivated,url,image.url
Zenaida macroura,mourning dove,Aves,2022-09-07,NA,44.3227223,-68.201829,NA,NA,NA,NA,https://ebird.org/checklist/S118285824,NA
Zenaida macroura,mourning dove,Aves,2022-09-07,NA,44.3329687,-68.2666183,NA,NA,NA,NA,https://ebird.org/checklist/S118313838,NA
Haemorhous purpureus,purple finch,Aves,2022-09-11,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118505143,NA
Haemorhous purpureus,purple finch,Aves,2022-09-09,NA,44.3688395,-68.2719612,NA,NA,NA,NA,https://ebird.org/checklist/S118434756,NA
Haemorhous purpureus,purple finch,Aves,2022-09-07,NA,44.3329687,-68.2666183,NA,NA,NA,NA,https://ebird.org/checklist/S118313838,NA
Haemorhous purpureus,purple finch,Aves,2022-09-07,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118275646,NA
Certhia americana,brown creeper,Aves,2022-09-12,NA,44.314947,-68.3361143,NA,NA,NA,NA,https://ebird.org/checklist/S118558907,NA
Certhia americana,brown creeper,Aves,2022-09-12,NA,44.3656489,-68.2081032,NA,NA,NA,NA,https://ebird.org/checklist/S118559570,NA
Certhia americana,brown creeper,Aves,2022-09-11,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118501519,NA
Certhia americana,brown creeper,Aves,2022-09-11,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118498462,NA
Certhia americana,brown creeper,Aves,2022-09-10,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118468176,NA
Certhia americana,brown creeper,Aves,2022-09-10,NA,44.3242409,-68.2499805,NA,NA,NA,NA,https://ebird.org/checklist/S118455897,NA
Certhia americana,brown creeper,Aves,2022-09-10,NA,44.3669684,-68.2070087,NA,NA,NA,NA,https://ebird.org/checklist/S118436239,NA
Certhia americana,brown creeper,Aves,2022-09-10,NA,44.3863961,-68.2543874,NA,NA,NA,NA,https://ebird.org/checklist/S118440682,NA
Certhia americana,brown creeper,Aves,2022-09-09,NA,44.36181,-68.2079691,NA,NA,NA,NA,https://ebird.org/checklist/S118434691,NA
Certhia americana,brown creeper,Aves,2022-09-08,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118345489,NA
Certhia americana,brown creeper,Aves,2022-09-08,NA,44.3280825,-68.2593258,NA,NA,NA,NA,https://ebird.org/checklist/S118339654,NA
Certhia americana,brown creeper,Aves,2022-09-06,NA,44.3023735,-68.3142483,NA,NA,NA,NA,https://ebird.org/checklist/S118228066,NA
Certhia americana,brown creeper,Aves,2022-09-05,NA,44.3766313,-68.2511902,NA,NA,NA,NA,https://ebird.org/checklist/S118179010,NA
Loxia curvirostra,red crossbill,Aves,2022-09-12,NA,44.3080944,-68.3550911,NA,NA,NA,NA,https://ebird.org/checklist/S118561619,NA
Loxia curvirostra,red crossbill,Aves,2022-09-12,NA,44.3068379,-68.3367205,NA,NA,NA,NA,https://ebird.org/checklist/S118559715,NA
Loxia curvirostra,red crossbill,Aves,2022-09-12,NA,44.314947,-68.3361143,NA,NA,NA,NA,https://ebird.org/checklist/S118558907,NA
Loxia curvirostra,red crossbill,Aves,2022-09-11,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118532476,NA
Loxia curvirostra,red crossbill,Aves,2022-09-10,NA,44.3242409,-68.2499805,NA,NA,NA,NA,https://ebird.org/checklist/S118455897,NA
Loxia curvirostra,red crossbill,Aves,2022-09-10,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118444220,NA
Loxia curvirostra,red crossbill,Aves,2022-09-10,NA,44.3023735,-68.3142483,NA,NA,NA,NA,https://ebird.org/checklist/S118559269,NA
Loxia curvirostra,red crossbill,Aves,2022-09-09,NA,44.375481,-68.1922996,NA,NA,NA,NA,https://ebird.org/checklist/S118436259,NA
Loxia curvirostra,red crossbill,Aves,2022-09-09,NA,44.302702,-68.202841,NA,NA,NA,NA,https://ebird.org/checklist/S118467328,NA
Loxia curvirostra,red crossbill,Aves,2022-09-09,NA,44.3500922,-68.0540156,NA,NA,NA,NA,https://ebird.org/checklist/S118393161,NA
Loxia curvirostra,red crossbill,Aves,2022-09-09,NA,44.3386398,-68.0454782,NA,NA,NA,NA,https://ebird.org/checklist/S118393122,NA
Loxia curvirostra,red crossbill,Aves,2022-09-09,NA,44.3072668,-68.1901217,NA,NA,NA,NA,https://ebird.org/checklist/S118467358,NA
Loxia curvirostra,red crossbill,Aves,2022-09-09,NA,44.320651,-68.1887506,NA,NA,NA,NA,https://ebird.org/checklist/S118379895,NA
Loxia curvirostra,red crossbill,Aves,2022-09-09,NA,44.3688395,-68.2719612,NA,NA,NA,NA,https://ebird.org/checklist/S118434756,NA
Loxia curvirostra,red crossbill,Aves,2022-09-09,NA,44.36181,-68.2079691,NA,NA,NA,NA,https://ebird.org/checklist/S118434691,NA
Loxia curvirostra,red crossbill,Aves,2022-09-08,NA,44.3280825,-68.2593258,NA,NA,NA,NA,https://ebird.org/checklist/S118339654,NA
Loxia curvirostra,red crossbill,Aves,2022-09-08,NA,44.3210234,-68.2540226,NA,NA,NA,NA,https://ebird.org/checklist/S118321900,NA
Loxia curvirostra,red crossbill,Aves,2022-09-07,NA,44.3207266,-68.1896245,NA,NA,NA,NA,https://ebird.org/checklist/S118324076,NA
Loxia curvirostra,red crossbill,Aves,2022-09-07,NA,44.3329687,-68.2666183,NA,NA,NA,NA,https://ebird.org/checklist/S118313838,NA
Loxia curvirostra,red crossbill,Aves,2022-09-06,NA,44.365065,-68.241413,NA,NA,NA,NA,https://ebird.org/checklist/S118225814,NA
Setophaga ruticilla,american redstart,Aves,2022-09-12,NA,44.314947,-68.3361143,NA,NA,NA,NA,https://ebird.org/checklist/S118558907,NA
Setophaga ruticilla,american redstart,Aves,2022-09-12,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118557302,NA
Setophaga ruticilla,american redstart,Aves,2022-09-11,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118501519,NA
Setophaga ruticilla,american redstart,Aves,2022-09-10,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118444220,NA
Setophaga ruticilla,american redstart,Aves,2022-09-10,NA,44.3669684,-68.2070087,NA,NA,NA,NA,https://ebird.org/checklist/S118436239,NA
Setophaga ruticilla,american redstart,Aves,2022-09-09,NA,44.36181,-68.2079691,NA,NA,NA,NA,https://ebird.org/checklist/S118434691,NA
Setophaga ruticilla,american redstart,Aves,2022-09-08,NA,44.3210234,-68.2540226,NA,NA,NA,NA,https://ebird.org/checklist/S118321900,NA
Setophaga ruticilla,american redstart,Aves,2022-09-07,NA,44.3329687,-68.2666183,NA,NA,NA,NA,https://ebird.org/checklist/S118313838,NA
Gavia immer,common loon,Aves,2022-09-12,NA,44.3002228,-68.3505289,NA,NA,NA,NA,https://ebird.org/checklist/S118560737,NA
Gavia immer,common loon,Aves,2022-09-12,NA,44.314947,-68.3361143,NA,NA,NA,NA,https://ebird.org/checklist/S118558907,NA
Gavia immer,common loon,Aves,2022-09-11,NA,44.3242409,-68.2499805,NA,NA,NA,NA,https://ebird.org/checklist/S118523112,NA
Gavia immer,common loon,Aves,2022-09-10,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118451396,NA
Gavia immer,common loon,Aves,2022-09-09,NA,44.3072668,-68.1901217,NA,NA,NA,NA,https://ebird.org/checklist/S118467358,NA
Gavia immer,common loon,Aves,2022-09-08,NA,44.3985285,-68.2063437,NA,NA,NA,NA,https://ebird.org/checklist/S118339264,NA
Gavia immer,common loon,Aves,2022-09-08,NA,44.3210234,-68.2540226,NA,NA,NA,NA,https://ebird.org/checklist/S118321900,NA
Gavia immer,common loon,Aves,2022-09-07,NA,44.3207266,-68.1896245,NA,NA,NA,NA,https://ebird.org/checklist/S118324076,NA
Gavia immer,common loon,Aves,2022-09-06,NA,44.365065,-68.241413,NA,NA,NA,NA,https://ebird.org/checklist/S118225814,NA
Gavia immer,common loon,Aves,2022-09-05,NA,44.3766313,-68.2511902,NA,NA,NA,NA,https://ebird.org/checklist/S118179010,NA
Setophaga americana,northern parula,Aves,2022-09-12,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118557302,NA
Setophaga americana,northern parula,Aves,2022-09-11,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118532476,NA
Setophaga americana,northern parula,Aves,2022-09-11,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118501519,NA
Setophaga americana,northern parula,Aves,2022-09-10,NA,44.3669684,-68.2070087,NA,NA,NA,NA,https://ebird.org/checklist/S118436239,NA
Setophaga americana,northern parula,Aves,2022-09-09,NA,44.320651,-68.1887506,NA,NA,NA,NA,https://ebird.org/checklist/S118379895,NA
Setophaga americana,northern parula,Aves,2022-09-08,NA,44.36181,-68.2079691,NA,NA,NA,NA,https://ebird.org/checklist/S118345097,NA
Setophaga americana,northern parula,Aves,2022-09-06,NA,44.3754377,-68.0752723,NA,NA,NA,NA,https://ebird.org/checklist/S118224770,NA
Setophaga americana,northern parula,Aves,2022-09-06,NA,44.3338535,-68.1804979,NA,NA,NA,NA,https://ebird.org/checklist/S118216867,NA
Phalacrocorax carbo,great cormorant,Aves,2022-09-12,NA,44.3324746,-68.0603456,NA,NA,NA,NA,https://ebird.org/checklist/S118561533,NA
Phalacrocorax carbo,great cormorant,Aves,2022-09-09,NA,44.320651,-68.1887506,NA,NA,NA,NA,https://ebird.org/checklist/S118394752,NA
Phalacrocorax carbo,great cormorant,Aves,2022-09-09,NA,44.3208565,-68.188292,NA,NA,NA,NA,https://ebird.org/checklist/S118510327,NA
Phalacrocorax carbo,great cormorant,Aves,2022-09-08,NA,44.3231322,-68.1873536,NA,NA,NA,NA,https://ebird.org/checklist/S118349617,NA
Phalacrocorax carbo,great cormorant,Aves,2022-09-07,NA,44.3386398,-68.0454782,NA,NA,NA,NA,https://ebird.org/checklist/S118296701,NA
Phalacrocorax carbo,great cormorant,Aves,2022-09-07,NA,44.3207266,-68.1896245,NA,NA,NA,NA,https://ebird.org/checklist/S118324076,NA
Melanitta americana,black scoter,Aves,2022-09-12,NA,44.3324746,-68.0603456,NA,NA,NA,NA,https://ebird.org/checklist/S118561533,NA
Dryocopus pileatus,pileated woodpecker,Aves,2022-09-12,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118562944,NA
Dryocopus pileatus,pileated woodpecker,Aves,2022-09-12,NA,44.314947,-68.3361143,NA,NA,NA,NA,https://ebird.org/checklist/S118558907,NA
Dryocopus pileatus,pileated woodpecker,Aves,2022-09-12,NA,44.3656489,-68.2081032,NA,NA,NA,NA,https://ebird.org/checklist/S118559570,NA
Dryocopus pileatus,pileated woodpecker,Aves,2022-09-11,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118501519,NA
Dryocopus pileatus,pileated woodpecker,Aves,2022-09-10,NA,44.3669684,-68.2070087,NA,NA,NA,NA,https://ebird.org/checklist/S118436239,NA
Dryocopus pileatus,pileated woodpecker,Aves,2022-09-10,NA,44.36181,-68.2079691,NA,NA,NA,NA,https://ebird.org/checklist/S118450943,NA
Dryocopus pileatus,pileated woodpecker,Aves,2022-09-09,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118379129,NA
Aix sponsa,wood duck,Aves,2022-09-12,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118562944,NA
Aix sponsa,wood duck,Aves,2022-09-10,NA,44.3623836,-68.1951383,NA,NA,NA,NA,https://ebird.org/checklist/S118460807,NA
Aix sponsa,wood duck,Aves,2022-09-10,NA,44.3863961,-68.2543874,NA,NA,NA,NA,https://ebird.org/checklist/S118440682,NA
Aix sponsa,wood duck,Aves,2022-09-09,NA,44.3688395,-68.2719612,NA,NA,NA,NA,https://ebird.org/checklist/S118402746,NA
Anas platyrhynchos,mallard,Aves,2022-09-12,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118562944,NA
Anas platyrhynchos,mallard,Aves,2022-09-10,NA,44.233752,-68.3198708,NA,NA,NA,NA,https://ebird.org/checklist/S118461873,NA
Anas platyrhynchos,mallard,Aves,2022-09-09,NA,44.375481,-68.1922996,NA,NA,NA,NA,https://ebird.org/checklist/S118436259,NA
Anas platyrhynchos,mallard,Aves,2022-09-09,NA,44.3688395,-68.2719612,NA,NA,NA,NA,https://ebird.org/checklist/S118434756,NA
Anas platyrhynchos,mallard,Aves,2022-09-08,NA,44.2533766,-68.3407102,NA,NA,NA,NA,https://ebird.org/checklist/S118314832,NA
Anas crecca,green-winged teal,Aves,2022-09-12,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118562944,NA
Anthus rubescens,american pipit,Aves,2022-09-12,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118562944,NA
Loxia leucoptera,white-winged crossbill,Aves,2022-09-10,NA,44.3242409,-68.2499805,NA,NA,NA,NA,https://ebird.org/checklist/S118455897,NA
Loxia leucoptera,white-winged crossbill,Aves,2022-09-10,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118436863,NA
Ardea herodias,great blue heron,Aves,2022-09-12,NA,44.3403019,-68.0582428,NA,NA,NA,NA,https://ebird.org/checklist/S118560604,NA
Ardea herodias,great blue heron,Aves,2022-09-10,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118468176,NA
Ardea herodias,great blue heron,Aves,2022-09-10,NA,44.233752,-68.3198708,NA,NA,NA,NA,https://ebird.org/checklist/S118461873,NA
Ardea herodias,great blue heron,Aves,2022-09-10,NA,44.4267926,-68.3651733,NA,NA,NA,NA,https://ebird.org/checklist/S118456564,NA
Ardea herodias,great blue heron,Aves,2022-09-10,NA,44.3669684,-68.2070087,NA,NA,NA,NA,https://ebird.org/checklist/S118436239,NA
Ardea herodias,great blue heron,Aves,2022-09-08,NA,44.2533766,-68.3407102,NA,NA,NA,NA,https://ebird.org/checklist/S118314832,NA
Ardea herodias,great blue heron,Aves,2022-09-07,NA,44.3386398,-68.0454782,NA,NA,NA,NA,https://ebird.org/checklist/S118296701,NA
Seiurus aurocapilla,ovenbird,Aves,2022-09-12,NA,44.314947,-68.3361143,NA,NA,NA,NA,https://ebird.org/checklist/S118558907,NA
Hylocichla mustelina,wood thrush,Aves,2022-09-12,NA,44.3080944,-68.3550911,NA,NA,NA,NA,https://ebird.org/checklist/S118561619,NA
Baeolophus bicolor,tufted titmouse,Aves,2022-09-08,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118345489,NA
Sitta carolinensis,white-breasted nuthatch,Aves,2022-09-12,NA,44.3656489,-68.2081032,NA,NA,NA,NA,https://ebird.org/checklist/S118559570,NA
Sitta carolinensis,white-breasted nuthatch,Aves,2022-09-11,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118501519,NA
Sitta carolinensis,white-breasted nuthatch,Aves,2022-09-10,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118444220,NA
Sitta carolinensis,white-breasted nuthatch,Aves,2022-09-10,NA,44.3023735,-68.3142483,NA,NA,NA,NA,https://ebird.org/checklist/S118559269,NA
Sitta carolinensis,white-breasted nuthatch,Aves,2022-09-10,NA,44.3669684,-68.2070087,NA,NA,NA,NA,https://ebird.org/checklist/S118436239,NA
Sitta carolinensis,white-breasted nuthatch,Aves,2022-09-08,NA,44.36181,-68.2079691,NA,NA,NA,NA,https://ebird.org/checklist/S118329347,NA
Sitta carolinensis,white-breasted nuthatch,Aves,2022-09-08,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118345489,NA
Haliaeetus leucocephalus,bald eagle,Aves,2022-09-11,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118518682,NA
Haliaeetus leucocephalus,bald eagle,Aves,2022-09-11,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118532476,NA
Haliaeetus leucocephalus,bald eagle,Aves,2022-09-10,NA,44.4267926,-68.3651733,NA,NA,NA,NA,https://ebird.org/checklist/S118454322,NA
Haliaeetus leucocephalus,bald eagle,Aves,2022-09-10,NA,44.3385984,-68.2733291,NA,NA,NA,NA,https://ebird.org/checklist/S118482914,NA
Haliaeetus leucocephalus,bald eagle,Aves,2022-09-09,NA,44.3242409,-68.2499805,NA,NA,NA,NA,https://ebird.org/checklist/S118404570,NA
Haliaeetus leucocephalus,bald eagle,Aves,2022-09-07,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118296845,NA
Haliaeetus leucocephalus,bald eagle,Aves,2022-09-07,NA,44.3207266,-68.1896245,NA,NA,NA,NA,https://ebird.org/checklist/S118324076,NA
Haliaeetus leucocephalus,bald eagle,Aves,2022-09-06,NA,44.3023735,-68.3142483,NA,NA,NA,NA,https://ebird.org/checklist/S118228066,NA
Zonotrichia albicollis,white-throated sparrow,Aves,2022-09-12,NA,44.314947,-68.3361143,NA,NA,NA,NA,https://ebird.org/checklist/S118558907,NA
Zonotrichia albicollis,white-throated sparrow,Aves,2022-09-12,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118557302,NA
Zonotrichia albicollis,white-throated sparrow,Aves,2022-09-11,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118532476,NA
Zonotrichia albicollis,white-throated sparrow,Aves,2022-09-10,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118444220,NA
Zonotrichia albicollis,white-throated sparrow,Aves,2022-09-09,NA,44.320651,-68.1887506,NA,NA,NA,NA,https://ebird.org/checklist/S118380056,NA
Zonotrichia albicollis,white-throated sparrow,Aves,2022-09-07,NA,44.3329687,-68.2666183,NA,NA,NA,NA,https://ebird.org/checklist/S118313838,NA
Podiceps grisegena,red-necked grebe,Aves,2022-09-12,NA,44.314947,-68.3361143,NA,NA,NA,NA,https://ebird.org/checklist/S118558907,NA
Podiceps grisegena,red-necked grebe,Aves,2022-09-10,NA,44.233752,-68.3198708,NA,NA,NA,NA,https://ebird.org/checklist/S118447788,NA
Setophaga pinus,pine warbler,Aves,2022-09-12,NA,44.314947,-68.3361143,NA,NA,NA,NA,https://ebird.org/checklist/S118558895,NA
Setophaga pinus,pine warbler,Aves,2022-09-10,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118444220,NA
Setophaga pinus,pine warbler,Aves,2022-09-09,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118379129,NA
Setophaga pinus,pine warbler,Aves,2022-09-06,NA,44.3754377,-68.0752723,NA,NA,NA,NA,https://ebird.org/checklist/S118224770,NA
Setophaga pinus,pine warbler,Aves,2022-09-06,NA,44.3338535,-68.1804979,NA,NA,NA,NA,https://ebird.org/checklist/S118216867,NA
Setophaga castanea,bay-breasted warbler,Aves,2022-09-06,NA,44.3338535,-68.1804979,NA,NA,NA,NA,https://ebird.org/checklist/S118216867,NA
Setophaga magnolia,magnolia warbler,Aves,2022-09-10,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118460505,NA
Setophaga magnolia,magnolia warbler,Aves,2022-09-09,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118379129,NA
Setophaga magnolia,magnolia warbler,Aves,2022-09-08,NA,44.36181,-68.2079691,NA,NA,NA,NA,https://ebird.org/checklist/S118329347,NA
Setophaga magnolia,magnolia warbler,Aves,2022-09-07,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118275646,NA
Corthylio calendula,ruby-crowned kinglet,Aves,2022-09-12,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118557302,NA
Corthylio calendula,ruby-crowned kinglet,Aves,2022-09-10,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118460505,NA
Pipilo erythrophthalmus,eastern towhee,Aves,2022-09-12,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118557302,NA
Pipilo erythrophthalmus,eastern towhee,Aves,2022-09-09,NA,44.3616241,-68.2304598,NA,NA,NA,NA,https://ebird.org/checklist/S118381419,NA
Meleagris gallopavo,wild turkey,Aves,2022-09-12,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118557302,NA
Meleagris gallopavo,wild turkey,Aves,2022-09-11,NA,44.319449,-68.197478,NA,NA,NA,NA,https://ebird.org/checklist/S118531855,NA
Meleagris gallopavo,wild turkey,Aves,2022-09-10,NA,44.3453506,-68.3000344,NA,NA,NA,NA,https://ebird.org/checklist/S118464727,NA
Meleagris gallopavo,wild turkey,Aves,2022-09-09,NA,44.3072668,-68.1901217,NA,NA,NA,NA,https://ebird.org/checklist/S118467358,NA
Meleagris gallopavo,wild turkey,Aves,2022-09-09,NA,44.36181,-68.2079691,NA,NA,NA,NA,https://ebird.org/checklist/S118434691,NA
Meleagris gallopavo,wild turkey,Aves,2022-09-08,NA,44.4084752,-68.2463949,NA,NA,NA,NA,https://ebird.org/checklist/S118350994,NA
Meleagris gallopavo,wild turkey,Aves,2022-09-08,NA,44.3481336,-68.2717656,NA,NA,NA,NA,https://ebird.org/checklist/S118322997,NA
Meleagris gallopavo,wild turkey,Aves,2022-09-07,NA,44.3207266,-68.1896245,NA,NA,NA,NA,https://ebird.org/checklist/S118324076,NA
Meleagris gallopavo,wild turkey,Aves,2022-09-06,NA,44.365065,-68.241413,NA,NA,NA,NA,https://ebird.org/checklist/S118225814,NA
Meleagris gallopavo,wild turkey,Aves,2022-09-06,NA,44.3338535,-68.1804979,NA,NA,NA,NA,https://ebird.org/checklist/S118216867,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-12,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118557302,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-12,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118558486,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-11,NA,44.3072668,-68.1901217,NA,NA,NA,NA,https://ebird.org/checklist/S118508456,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-10,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118466042,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-10,NA,44.233752,-68.3198708,NA,NA,NA,NA,https://ebird.org/checklist/S118461873,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-10,NA,44.3242409,-68.2499805,NA,NA,NA,NA,https://ebird.org/checklist/S118455897,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-10,NA,44.3863961,-68.2543874,NA,NA,NA,NA,https://ebird.org/checklist/S118440682,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-09,NA,44.375481,-68.1922996,NA,NA,NA,NA,https://ebird.org/checklist/S118436259,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-09,NA,44.3500922,-68.0540156,NA,NA,NA,NA,https://ebird.org/checklist/S118393161,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-09,NA,44.390837,-68.235699,NA,NA,NA,NA,https://ebird.org/checklist/S118386540,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-09,NA,44.3688395,-68.2719612,NA,NA,NA,NA,https://ebird.org/checklist/S118434756,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-09,NA,44.320651,-68.1887506,NA,NA,NA,NA,https://ebird.org/checklist/S118380056,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-09,NA,44.36181,-68.2079691,NA,NA,NA,NA,https://ebird.org/checklist/S118434691,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-08,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118338448,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-08,NA,44.3481336,-68.2717656,NA,NA,NA,NA,https://ebird.org/checklist/S118359071,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-08,NA,44.3210234,-68.2540226,NA,NA,NA,NA,https://ebird.org/checklist/S118321900,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-07,NA,44.366956,-68.076409,NA,NA,NA,NA,https://ebird.org/checklist/S118284639,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-07,NA,44.3329687,-68.2666183,NA,NA,NA,NA,https://ebird.org/checklist/S118313838,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-06,NA,44.3023735,-68.3142483,NA,NA,NA,NA,https://ebird.org/checklist/S118228066,NA
Regulus satrapa,golden-crowned kinglet,Aves,2022-09-05,NA,44.3766313,-68.2511902,NA,NA,NA,NA,https://ebird.org/checklist/S118179010,NA
Melospiza georgiana,swamp sparrow,Aves,2022-09-12,NA,44.3656489,-68.2081032,NA,NA,NA,NA,https://ebird.org/checklist/S118559570,NA
Melospiza georgiana,swamp sparrow,Aves,2022-09-11,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118498462,NA
Accipiter cooperii,cooper's hawk,Aves,2022-09-07,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118275646,NA
Setophaga tigrina,cape may warbler,Aves,2022-09-10,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118468176,NA
Setophaga tigrina,cape may warbler,Aves,2022-09-10,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118444220,NA
Strix varia,barred owl,Aves,2022-09-09,NA,44.36181,-68.2079691,NA,NA,NA,NA,https://ebird.org/checklist/S118434691,NA
Aegolius acadicus,northern saw-whet owl,Aves,2022-09-06,NA,44.3385984,-68.2733291,NA,NA,NA,NA,https://ebird.org/checklist/S118224818,NA
Falco sparverius,american kestrel,Aves,2022-09-11,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118518682,NA
Circus hudsonius,northern harrier,Aves,2022-09-11,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118518682,NA
Circus hudsonius,northern harrier,Aves,2022-09-08,NA,44.3481336,-68.2717656,NA,NA,NA,NA,https://ebird.org/checklist/S118359071,NA
Circus hudsonius,northern harrier,Aves,2022-09-07,NA,44.3386398,-68.0454782,NA,NA,NA,NA,https://ebird.org/checklist/S118296701,NA
Mergus merganser,common merganser,Aves,2022-09-11,NA,44.3242409,-68.2499805,NA,NA,NA,NA,https://ebird.org/checklist/S118523112,NA
Mergus merganser,common merganser,Aves,2022-09-08,NA,44.3210234,-68.2540226,NA,NA,NA,NA,https://ebird.org/checklist/S118321900,NA
Mergus merganser,common merganser,Aves,2022-09-08,NA,44.2533766,-68.3407102,NA,NA,NA,NA,https://ebird.org/checklist/S118314832,NA
Contopus virens,eastern wood-pewee,Aves,2022-09-08,NA,44.3481336,-68.2717656,NA,NA,NA,NA,https://ebird.org/checklist/S118322997,NA
